Ph,Turbidity,Temperature,Conductivity,Label,Hardness,Turbidity_Conductivity_Ratio
7.74,786.916195,29.46108114,361.3440941,1,2796.803288334,2.1777474928986256
7.18,539.4872162,10.65159325,312.4017125,1,2243.04429575,1.726902237131623
6.63,401.5296325,11.42865279,310.8361524,1,2060.843690412,1.2917726249014012
7.39,779.0719394,28.67460293,342.0453058,1,2527.714809862,2.27768639472438
7.12,715.0192169,28.22407211,309.4843074,1,2203.528268688,2.310356938311115
7.71,577.6792525,27.50715662,333.5841993,1,2571.934176603,1.7317344577837142
6.62,738.079758,22.02748636,382.6855403,1,2533.3782767860002,1.9286847300825491
8.04,781.1218112,23.5744628,285.0844024,1,2292.0785952959995,2.7399668470953853
8.23,534.995511,15.82447558,324.7822001,1,2672.957506823,1.647243940201389
6.73,492.1660174,14.07434167,284.5564547,1,1915.0649401310002,1.7295900664733717
8.31,414.6682164,21.28305895,333.0329402,1,2767.503733062,1.2451267317610524
8.15,460.1517826,20.27970071,284.5145435,1,2318.793529525,1.6173225345157092
8.28,632.2222457,21.00511489,396.308791,1,3281.43678948,1.595276865054452
7.67,549.3880737,19.67373611,253.8477976,1,1947.012607592,2.164242033589343
6.65,431.1348914,28.0784803,252.2221046,1,1677.27699559,1.7093461815479594
8.03,421.7213963,23.69715323,315.8865796,1,2536.569234188,1.3350405605518798
6.68,577.5521058,29.26037087,347.4333686,1,2320.8549022479997,1.6623391936338037
6.56,581.1043787,21.54405693,265.4054495,1,1741.0597487199998,2.1894967861238284
6.78,714.0690976,11.44472255,275.8188938,1,1870.0520999640003,2.5889056683614324
7.65,727.6113239,26.80768985,365.4011276,1,2795.31862614,1.9912673195045718
6.72,583.8753228,17.46095355,339.4868785,1,2281.35182352,1.7198759651030227
6.57,606.3431657,24.71335335,336.5062792,1,2210.846254344,1.801877715748729
6.71,794.465636,25.64394798,316.2117958,1,2121.781149818,2.512447816786979
7.65,414.7660854,17.37206223,287.7359097,1,2201.179709205,1.4414818290579183
6.53,607.0929127,23.38290559,262.7218304,1,1715.5735525119999,2.3107821370446726
7.75,663.0225988,22.43246109,383.4237808,1,2971.5343012,1.729216162379462
7.5,781.1414287,11.96963683,377.2078029,1,2829.0585217499997,2.0708517233591937
6.84,460.2203171,27.81664166,290.8010429,1,1989.0791334360001,1.5825951396545006
7.8,425.5568153,17.02081587,376.6999679,1,2938.2597496199996,1.1296969778690549
6.77,453.9638959,13.16024509,394.2719189,1,2669.220890953,1.1513979924477955
7.99,476.5815244,27.52634523,304.1602932,1,2430.240742668,1.566876199999665
6.96,733.1683666,29.65382433,368.3243389,1,2563.537398744,1.9905509605735154
7.74,684.9970416,28.79216221,262.6470908,1,2032.888482792,2.6080511286592176
7.01,637.9107527,17.82706731,362.7076695,1,2542.580763195,1.7587462475755562
7.05,508.2179409,29.43022456,371.470786,1,2618.8690413,1.3681235780947791
7.95,519.0216486,29.14418885,301.9284324,1,2400.33103758,1.7190221022722072
6.76,491.4257489,29.93778316,281.0618618,1,1899.9781857679998,1.748461159948098
7.11,584.9911486,28.55763377,337.4051706,1,2398.950762966,1.733794261539393
7.77,665.7363084,22.35141284,365.8637038,1,2842.7609785259997,1.8196292813017765
7.79,796.0602152,18.96951985,340.049259,1,2648.98372761,2.3410144093270913
6.58,771.4270075,24.0360865,354.4036645,1,2331.97611241,2.176690268110927
8.45,693.6910018,23.5196508,276.3774435,1,2335.389397575,2.509940728212865
6.78,587.3695521,21.92665743,338.435393,1,2294.59196454,1.7355441075277844
7.69,408.1457353,28.21030799,340.7016035,1,2619.995330915,1.197956602220688
8.27,613.7297571,21.43231295,354.8952496,1,2934.9837141919998,1.7293264922303992
7.56,409.8600442,22.59388305,334.4715422,1,2528.6048590319997,1.225395863289681
7.56,777.1323905,13.42521005,314.9075802,1,2380.701306312,2.467811000314562
8.3,624.6234921,26.12859215,381.5799779,1,3167.1138165700004,1.6369399032348966
8.14,651.0353051,22.75072461,274.2143611,1,2232.1048993540003,2.3741838410227594
7.61,750.0995435,24.71041803,252.8931907,1,1924.517181227,2.9660725202752563
8.21,481.9632571,24.49943868,258.5734183,1,2122.887764243,1.863931955065932
8.17,458.2773694,17.03413619,318.8068674,1,2604.652106658,1.4374764669827813
8.24,729.2239227,10.29481408,358.6673006,1,2955.418556944,2.0331486073029543
6.83,528.7667197,23.56651164,348.6811948,1,2381.492560484,1.5164761609908306
7.15,647.3673107,14.13198087,291.6668178,1,2085.41774727,2.2195439151529017
7.79,757.1014582,21.21935518,391.1735963,1,3047.242315177,1.9354615581450483
8.22,646.4627682,16.94316632,297.4914791,1,2445.379958202,2.1730463344891144
7.06,528.5557457,24.43646502,366.5787664,1,2588.0460907839997,1.4418613246225382
8.49,787.620582,18.65173887,261.1321559,1,2217.012003591,3.016176155270658
8.5,471.647183,14.7442668,354.4038606,1,3012.4328151,1.3308184120836295
6.76,585.0047313,26.01510987,352.1420077,1,2380.479972052,1.6612750495771083
7.27,542.1097132,17.8744351,300.3925499,1,2183.853837773,1.8046709659759108
7.0,542.263138,28.24539555,274.2889471,1,1920.0226297,1.9769777227016818
7.79,587.7209973,15.54222462,313.8961856,1,2445.251285824,1.8723419533645966
8.23,420.1373686,22.76682456,358.4881939,1,2950.357835797,1.1719698884064143
7.13,730.241825,13.95287504,254.7835867,1,1816.606973171,2.866125853938298
6.65,500.9021886,22.14657493,370.8899644,1,2466.41826326,1.3505412296887696
8.27,620.0493826,28.435133,314.8341223,1,2603.6781914209996,1.9694478415181618
7.41,506.548741,19.39776742,298.3273054,1,2210.605333014,1.6979630487421016
6.98,731.7544557,13.24932888,285.7619956,1,1994.618729288,2.5607129953147627
7.63,794.3771948,19.69601881,375.1849285,1,2862.6610044550002,2.117295057602507
7.51,515.5373637,17.06486943,314.6131904,1,2362.745059904,1.6386387457072111
6.63,685.416302,26.31460163,303.762407,1,2013.9447584099998,2.256422408451616
7.34,658.9075657,14.97800696,296.6044736,1,2177.076836224,2.2215024530904444
7.23,553.937373,15.1920474,341.0468792,1,2465.768936616,1.6242264825861512
7.89,645.0052356,11.93078487,288.5760821,1,2276.865287769,2.235130614104349
7.29,797.4763918,11.66009606,269.3462844,1,1963.5344132760001,2.960784826033412
7.84,635.9690611,28.2698026,276.2249331,1,2165.603475504,2.302359363301082
7.84,447.8505354,27.31359187,374.6421479,1,2937.194439536,1.1954088399032479
6.61,753.4857242,23.40440197,354.9062071,1,2345.9300289310004,2.1230559204835053
7.17,589.2651266,13.67795399,366.6628848,1,2628.9728840159996,1.6071032848645719
7.02,567.5004945,11.06103571,349.7748465,1,2455.41942243,1.6224737146729042
6.61,764.1501601,27.5751359,306.9624953,1,2029.0220939330002,2.4893925863913187
6.65,610.7508557,16.97977186,304.0237237,1,2021.7577626050002,2.0088920965347676
8.17,503.4226674,22.26930153,295.9801251,1,2418.157622067,1.7008664592932157
6.94,780.5189361,21.04302999,360.1229576,1,2499.253325744,2.167367893737414
6.77,796.1036216,12.52645927,273.0168199,1,1848.3238707229998,2.9159508263688485
8.0,767.4232039,29.60936602,266.885492,1,2135.083936,2.8754774122379048
7.18,764.1760073,24.47697891,352.3768949,1,2530.066105382,2.168632558944772
7.63,705.4522618,27.93280511,276.0677527,1,2106.3969531010002,2.555359164192595
7.71,466.3224659,16.01900554,262.8274729,1,2026.3998160589997,1.7742531279347094
7.62,725.9601599,11.08297197,322.1682904,1,2454.922372848,2.2533569613528917
7.83,517.2249237,13.40184455,354.5361421,1,2776.017992643,1.4588778470831112
7.07,493.1278658,10.027,338.953622,1,2396.40210754,1.4548535073627271
7.31,728.9902476,24.62185466,315.5278954,1,2306.5089153739996,2.310382879700214
8.43,482.4500564,23.10294063,319.0511943,1,2689.601567949,1.5121399481312017
7.38,570.56638,24.64006498,391.2676121,1,2887.554977298,1.458250983099963
6.99,428.5575482,19.10893173,390.5556495,1,2729.983990005,1.097302135428462
7.05,771.6045098,10.59171871,320.0104756,1,2256.07385298,2.411185159964807
7.6,770.4372937,15.33016113,397.3272631,1,3019.6871995599995,1.9390496581808814
7.23,483.4254436,24.29406773,301.1314136,1,2177.180120328,1.6053637108818728
7.16,581.6504814,12.28191969,372.2105866,1,2665.027800056,1.5626919339214733
7.93,774.0375079,19.75650544,294.1470131,1,2332.585813883,2.6314647894685694
8.13,595.431134,12.21839676,276.8635147,1,2250.9003745110003,2.150630553994047
7.99,564.6924263,29.4660624,274.5767544,1,2193.868267656,2.0565922542640407
7.84,638.2417546,18.74529063,370.3707075,1,2903.7063467999997,1.7232511688306238
7.55,432.0337263,10.43554149,370.2394179,1,2795.307605145,1.1669036450805204
8.11,400.0498388,18.80569995,293.8581033,1,2383.1892177629998,1.3613707919144526
7.02,675.6879228,25.33981085,283.1916284,1,1988.005231368,2.385974213353547
7.76,775.9684893,15.64612116,319.9302224,1,2482.6585258239998,2.4254304062897436
8.46,566.0912881,28.3305886,389.1754045,1,3292.4239220700006,1.4545916354279784
7.66,521.4299554,13.5758904,331.0239562,1,2535.643504492,1.5752030801207615
7.93,493.8162895,15.10983127,325.7894405,1,2583.510263165,1.5157529008371895
8.24,519.9927777,10.0491468,323.7908156,1,2668.036320544,1.6059528332711612
7.77,706.8666821,23.43379443,271.0903947,1,2106.372366819,2.6074943853405372
7.09,717.2496664,11.58321338,322.8563792,1,2289.051728528,2.2215750178988567
6.78,523.7210052,15.56793287,325.3075338,1,2205.585079164,1.6099258418096927
6.59,588.0786016,14.07277945,363.229749,1,2393.6840459100003,1.6190265340849048
7.75,602.9167075,25.89386924,395.3686594,1,3064.1071103500003,1.5249481545021017
7.54,536.6392153,23.68525848,303.6113192,1,2289.229346768,1.7675204492178236
8.47,433.6662251,19.04442289,387.1079006,1,3278.803918082,1.1202722146146764
7.74,467.1592649,28.07528756,272.4131437,1,2108.477732238,1.7148925288805734
8.23,761.6327198,16.77983723,381.815421,1,3142.34091483,1.994766784969641
6.86,499.1796045,21.64830063,362.4134477,1,2486.1562512220003,1.3773760539736175
8.24,581.24888,25.89702068,354.055499,1,2917.41731176,1.6416886099543393
7.5,643.1566666,19.88226926,310.4495396,1,2328.3715469999997,2.071694702555133
7.33,580.1395619,18.83455594,298.5073109,1,2188.058588897,1.9434685205895907
6.59,646.4459793,16.29743064,278.6352204,1,1836.2061024359998,2.3200440287914157
8.09,667.2285217,27.81954007,253.6385442,1,2051.935822578,2.63062746951376
8.47,464.0803312,26.7106222,357.2758892,1,3026.1267815240003,1.2989410851069543
7.07,679.0080574,15.02443219,305.4450512,1,2159.4965119840003,2.2230121415697695
7.16,457.0219406,19.97716226,262.3992732,1,1878.778796112,1.7417042929522872
6.55,717.0435035,22.28504404,277.3759787,1,1816.8126604850002,2.5850958935255486
7.44,699.8848453,23.60474786,330.0166377,1,2455.323784488,2.1207562448297743
8.08,434.2423081,14.20445285,318.9322271,1,2576.9723949679997,1.3615504210674985
6.89,455.1155321,23.89883523,279.1095398,1,1923.0647292219999,1.6305982677128115
8.22,654.1021815,17.55342495,398.589904,1,3276.40901088,1.6410405154165673
8.36,781.5945914,25.7894914,289.2135258,1,2417.8250756879997,2.7024828428684784
6.81,408.2648468,15.80513486,377.3487603,1,2569.7450576429997,1.0819297418001879
6.6,608.8641388,21.41485702,305.0654967,1,2013.4322782199997,1.9958472701314833
6.82,584.3351064,10.37449107,302.4310029,1,2062.579439778,1.9321270001978357
8.22,544.4691702,16.24363683,332.7598527,1,2735.285989194,1.636222536409363
7.92,537.8644646,17.63305818,262.2707186,1,2077.184091312,2.0507987604225066
6.87,552.4877689,17.7639296,329.1683524,1,2261.386580988,1.678435259257931
8.35,581.5484125,22.19732469,330.6848007,1,2761.2180858449997,1.758618513064305
7.18,790.2934817,28.49980888,345.4417283,1,2480.271609194,2.2877765393000438
8.12,415.846208,13.99875823,358.8981251,1,2914.252775812,1.1586747851751316
8.02,433.0420982,29.30202015,250.1597579,1,2006.2812583579998,1.7310621893594342
6.98,633.34946,21.81073743,285.354145,1,1991.7719321000002,2.2195207993211383
7.29,793.9959417,16.37455133,251.63995,1,1834.4552355,3.155285723510913
8.07,575.6990993,25.84077929,381.077429,1,3075.29485203,1.5107142420130055
6.89,408.7547603,26.42729661,384.1999227,1,2647.137467403,1.0639116151493175
7.94,488.7041307,25.71709079,304.3819134,1,2416.7923923959997,1.6055623188680568
8.34,457.454435,28.87913598,275.3424454,1,2296.3559946359997,1.6614018021647163
7.94,548.4056842,24.47790199,281.7432131,1,2237.041112014,1.9464734506500878
7.28,482.2165705,27.14067765,322.2916364,1,2346.283112992,1.4962118653973235
7.71,786.7357294,19.18928477,330.2388189,1,2546.1412937190003,2.382323592424888
8.49,470.4633037,22.79743303,329.7068607,1,2799.211247343,1.426913903766395
7.65,475.4260482,20.72272562,338.0193424,1,2585.84796936,1.4065054526891476
6.93,516.5902418,25.08802591,364.2697542,1,2524.389396606,1.4181529919620208
7.31,466.940021,22.4004544,274.7122279,1,2008.146385949,1.6997423979611648
7.21,640.9458553,25.97118667,275.7458303,1,1988.127436463,2.3244081500803744
7.54,636.7692507,21.28237234,379.3263234,1,2860.1204784359998,1.6786845821625889
7.86,410.6338658,18.51867543,288.9649441,1,2271.264460626,1.4210508028195106
7.81,445.9306756,24.51227555,390.4809075,1,3049.6558875749997,1.1420037882389935
7.55,455.6763136,10.66162125,272.6686835,1,2058.6485604249997,1.6711721630474665
8.42,443.478489,24.92823397,250.5500373,1,2109.631314066,1.7700196486859594
6.6,546.3914359,25.49028952,317.6907639,1,2096.7590417399997,1.719884548082073
7.41,665.1738076,22.2633612,315.7250613,1,2339.522704233,2.1068134561796983
7.41,645.9882927,24.67758755,398.5047308,1,2952.920055228,1.6210304239128495
7.52,567.0184174,10.1226266,329.9626201,1,2481.3189031519996,1.718432279475041
7.63,486.0754964,27.40739307,250.2643675,1,1909.517124025,1.9422481164842615
7.23,612.1583465,21.43245206,291.0199182,1,2104.074008586,2.10349295088215
7.28,538.3265274,21.04996777,387.1251388,1,2818.271010464,1.3905749677447712
7.51,686.1574272,24.59158454,380.5611141,1,2858.013966891,1.803015078991225
7.1,526.2753696,28.23342971,290.289975,1,2061.0588225,1.8129298801999618
8.27,649.3648835,21.39049045,343.6892034,1,2842.309712118,1.889395643145187
7.61,596.0819859,12.8506282,320.2662655,1,2437.226280455,1.861207532955106
8.38,623.6265187,28.90168131,252.2587511,1,2113.928334218,2.472170007901066
6.64,659.7982026,21.33270865,277.6066055,1,1843.3078605199998,2.37673812340175
7.23,563.4504183,10.13221321,374.2345417,1,2705.7157364910004,1.5056077286197764
6.93,591.7761361,13.56490547,325.0635447,1,2252.690364771,1.8204937026886485
8.13,701.1679681,11.9608633,365.7863741,1,2973.843221433,1.9168783140848002
8.21,411.8547116,21.8118953,362.002291,1,2972.0388091100003,1.1377129975124936
6.53,694.9783234,14.33538176,348.1819154,1,2273.627907562,1.99602073703797
6.54,691.6510085,22.00337477,264.7724777,1,1731.6120041580002,2.612246614558156
8.16,635.0202254,24.92802524,392.9812894,1,3206.727321504,1.615904478224759
7.94,737.5962973,10.70811872,334.470657,1,2655.6970165800003,2.2052645930611483
7.05,712.4782427,20.61916842,311.6010711,1,2196.787551255,2.2865076817125227
8.14,674.8716633,11.55860684,324.0311773,1,2637.613783222,2.0827368184857686
7.54,731.0555596,29.09340845,385.2813459,1,2905.021348086,1.8974590059435317
7.71,406.9381174,21.83074098,379.1906687,1,2923.560055677,1.0731754523262087
7.66,425.6531475,16.80329843,329.4585212,1,2523.652272392,1.291977958104184
7.0,401.4131805,22.93729423,276.9923621,1,1938.9465346999998,1.449185015271582
7.15,423.7760277,28.96843001,314.1708075,1,2246.3212736250002,1.348871434211786
8.01,476.3955595,12.13046603,346.1597448,1,2772.739555848,1.376230386855774
7.94,682.2616123,20.07511416,300.7282078,1,2387.7819699320003,2.2686984280295373
8.33,455.7314107,22.57969622,261.6209493,1,2179.302507669,1.7419530504700298
8.4,524.1767809,23.81141919,267.0033472,1,2242.82811648,1.9631843061029612
7.12,620.2905644,12.34784063,281.5414979,1,2004.5754650480003,2.2031940904865093
7.39,437.6279618,27.25706574,280.7025802,1,2074.392067678,1.5590450272604939
8.38,794.0806093,27.81341019,269.9327822,1,2262.0367148360006,2.941771661923025
7.86,581.2396931,12.25540071,357.3847105,1,2809.04382453,1.6263697803042976
8.41,716.9440598,23.94984539,330.7435379,1,2781.5531537389998,2.1676736735420885
7.09,765.2596062,11.71954648,281.0804872,1,1992.860654248,2.7225639667241905
8.18,533.325118,11.49864023,312.5724866,1,2556.842940388,1.7062446020161008
6.73,604.6153286,23.48980541,351.9084105,1,2368.343602665,1.7181042298504543
7.53,712.5450651,11.82652877,254.8990169,1,1919.389597257,2.7954013858732933
8.02,668.6844827,26.7216326,345.5144506,1,2771.0258938119996,1.9353300029529938
7.98,751.6817148,16.24754425,265.5930052,1,2119.432181496,2.830201473995747
6.75,786.298365,21.23602398,397.4908483,1,2683.063226025,1.978154637679994
7.78,678.4991273,20.05507166,360.614821,1,2805.58330738,1.8815064933229686
7.43,726.2899177,13.70698483,362.9918038,1,2697.029102234,2.0008438485298936
7.39,779.4160141,14.5070947,252.4428337,1,1865.5525410429998,3.087495108006308
8.17,506.6814749,19.96714259,331.1916654,1,2705.8359063179996,1.5298738701291004
6.87,754.8201872,11.06207858,395.5235973,1,2717.247113451,1.9084074688658277
6.84,515.9400101,14.26584748,314.4886025,1,2151.1020411,1.6405682304496232
8.0,463.6200581,28.35353663,281.8394402,1,2254.7155216,1.6449793462937767
8.19,475.9803251,27.66553613,289.7730739,1,2373.2414752409995,1.6425968040918106
8.12,628.9761767,20.72962481,355.8088105,1,2889.16754126,1.7677363745325245
7.16,608.0369323,19.550673,256.2567766,1,1834.7985204560002,2.372764304489421
6.99,581.0698771,21.75109432,260.3212014,1,1819.6451977860002,2.232126595817101
6.94,594.9656389,18.76455797,334.5203207,1,2321.571025658,1.778563519414921
8.0,509.8046939,19.77909271,304.0790511,1,2432.6324088,1.6765531596332977
8.13,463.9277969,22.32587579,297.23688,1,2416.5358344,1.5608015966928463
6.92,649.4697233,14.65967889,286.446377,1,1982.2089288399998,2.2673343964130503
7.56,485.7909191,23.87374252,357.613735,1,2703.5598366,1.3584235490843213
8.26,656.9352898,25.16248599,364.5819455,1,3011.44686983,1.8018865111355327
7.53,742.8713487,20.48396471,325.9004416,1,2454.0303252480003,2.2794425961894738
8.37,633.4474249,11.16994261,379.4236331,1,3175.7758090469997,1.6694991287826555
6.92,457.9081083,17.90007977,259.8777314,1,1798.353901288,1.7620136432359204
7.85,513.1155879,20.23611528,390.4116827,1,3064.7317091949994,1.31429363063986
7.92,761.0179744,20.15419373,254.4745974,1,2015.438811408,2.9905459412272166
7.96,577.7201857,28.24487785,357.022648,1,2841.90027808,1.618161169708203
6.56,786.5203481,27.13416287,369.3662725,1,2423.0427475999995,2.129377819952416
7.96,735.0678483,27.31384502,281.1004251,1,2237.559383796,2.6149652674431336
6.86,783.9832052,23.17371035,302.632117,1,2076.05632262,2.5905485940211697
7.57,722.6144559,13.98771188,347.9264089,1,2633.8029153730004,2.076917524555291
8.2,620.8009793,16.01579324,357.7378799,1,2933.4506151799997,1.7353515358047493
6.85,793.081531,20.22688801,334.2153251,1,2289.3749769349997,2.372965784147401
6.64,447.3155088,14.0246848,389.2699648,1,2584.752566272,1.1491138522074846
6.61,716.2470585,24.16098721,297.9507963,1,1969.454763543,2.4039105362176207
7.05,434.2950316,20.84119095,258.615849,1,1823.24173545,1.6793055540845834
7.77,454.8043411,24.92494651,394.4258573,1,3064.688911221,1.153079425911157
8.02,484.0757631,20.47937594,383.4782114,1,3075.495255428,1.2623292502923154
6.79,530.3489683,20.69628248,345.3106469,1,2344.659292451,1.5358604579996806
7.51,637.5079984,21.50930693,330.4129073,1,2481.400933823,1.9294282526958657
7.62,634.2420552,20.22055213,354.430638,1,2700.76146156,1.789467351860253
7.97,774.0904104,23.50584039,319.9222926,1,2549.7806720219996,2.4196201024598434
7.91,601.5618114,26.95929002,296.9626538,1,2348.974591558,2.0257153675800024
6.97,677.8320448,29.14943453,278.8308374,1,1943.450936678,2.430979482472407
8.04,410.1500854,19.54627622,362.6609189,1,2915.793787956,1.130946468243783
7.05,635.6373025,24.05259913,382.075102,1,2693.6294691,1.6636449199979537
7.48,479.5514904,10.32026906,387.1898328,1,2896.179949344,1.2385436025839778
7.59,513.0676917,26.01822667,379.9814024,1,2884.0588442159997,1.350244218425991
8.42,407.4573273,20.65408183,296.92672,1,2500.1229823999997,1.3722487733673816
7.05,464.9884333,27.98358319,305.5586379,1,2154.188397195,1.5217649760965897
6.53,402.1449238,16.49956358,310.8118182,1,2029.601172846,1.2938533873291438
7.65,797.7593431,26.68526098,375.21537,1,2870.3975805,2.126137165169966
8.07,792.1486625,21.98959932,382.449135,1,3086.36451945,2.071252331372118
7.99,499.6994842,14.83469525,259.9479695,1,2076.984276305,1.9223057797341248
8.14,625.3203576,17.60038449,313.8976364,1,2555.126760296,1.9921155341327696
7.09,441.1243063,25.54871856,379.8977789,1,2693.475252401,1.1611657945915934
7.85,482.6209666,21.97416425,347.1395541,1,2725.045499685,1.390279387352592
6.71,559.9199656,10.16023183,261.5442206,1,1754.9617202260001,2.140823315902397
6.91,675.2162559,26.68517723,260.1677861,1,1797.759401951,2.5953107647249953
8.14,411.9605651,26.6885107,264.1165647,1,2149.9088366580004,1.5597679970127218
7.67,768.1797027,10.31107604,323.63532,1,2482.2829044,2.3735966231992234
7.02,700.2234872,11.95101347,351.1569324,1,2465.121665448,1.9940471697775886
7.34,622.0069043,13.01962287,310.5696532,1,2279.581254488,2.002793569465209
8.21,761.6010494,20.22338903,294.6265967,1,2418.884358907,2.5849704606793904
6.67,695.9229224,25.24530269,326.2522384,1,2176.102430128,2.1330824450827737
7.26,437.734805,17.40816274,272.5611855,1,1978.79420673,1.6060056540956011
8.31,755.8056561,15.31551787,396.6708376,1,3296.3346604560006,1.9053723754256644
7.16,695.1534903,25.17378398,260.8040828,1,1867.357232848,2.6654241100707186
8.32,548.4090682,18.96446181,262.4711812,1,2183.760227584,2.0894067900815316
8.04,439.0029446,29.77743447,324.0872734,1,2605.661678136,1.3545824863606013
6.67,643.9739953,10.34705347,387.1431096,1,2582.244541032,1.663400379165627
7.04,677.6765939,23.45552472,376.3460438,1,2649.476148352,1.8006741536524156
7.88,763.9684943,16.4325861,366.8459315,1,2890.74594022,2.082532280448638
6.85,430.4089054,15.80615787,397.110419,1,2720.2063701499997,1.0838519585657107
8.48,588.1489406,15.10640321,269.6503819,1,2286.6352385120003,2.1811537460314643
7.29,638.5335084,19.88196159,290.9121882,1,2120.749851978,2.1949355657832146
8.43,607.2269229,13.12056464,316.5145971,1,2668.218053553,1.9184799957524612
7.08,779.8273227,29.57080234,250.5195732,1,1773.678578256,3.112839898052325
6.94,496.4121487,22.10479481,318.5654362,1,2210.844127228,1.5582737242980285
7.89,411.6236612,19.18159486,331.6164863,1,2616.454076907,1.2412641657014023
8.06,408.8310748,10.12246354,309.9207844,1,2497.961522264,1.3191470058759958
7.84,474.5784678,19.43460257,364.8022759,1,2860.0498430559996,1.3009197013071596
7.03,471.7017026,25.0707799,354.6529211,1,2493.210035333,1.3300375509017623
7.45,580.1765507,29.59188851,262.1623972,1,1953.10985914,2.213042590762517
8.02,641.8595502,14.22480793,359.8503997,1,2886.000205594,1.7836844164550192
7.08,795.9192087,23.95341445,371.3021515,1,2628.81923262,2.1435890028770817
8.33,417.0541257,22.78098976,327.1012457,1,2724.7533766809997,1.275000114437045
7.63,455.929539,16.66324009,295.7614781,1,2256.660077903,1.5415446999012006
7.86,795.9638228,17.14192217,324.8309706,1,2553.171428916,2.4503938812538832
8.47,528.9084604,10.32539533,396.3993168,1,3357.5022132960003,1.3342819676625637
7.14,698.4881825,25.14522299,355.3437193,1,2537.154155802,1.9656691382528682
8.31,704.184309,13.39491237,379.5650455,1,3154.1855281050002,1.8552401422327494
7.5,475.3927605,21.56075137,304.7258103,1,2285.4435772499996,1.5600672618836582
7.09,471.3768458,15.57696256,282.7206373,1,2004.489318457,1.6672884240134669
6.73,546.6514692,22.83586423,295.8683278,1,1991.193846094,1.8476173954297788
8.44,516.6919094,10.96957226,343.7277555,1,2901.06225642,1.5032010104869171
8.07,701.5953348,27.70251105,341.1748684,1,2753.281187988,2.0564097762835103
6.79,724.1574718,22.34071687,395.4773694,1,2685.291338226,1.8310971191566747
6.66,468.3385922,14.74997026,330.4797192,1,2200.994929872,1.4171477551896927
7.9,673.0923063,22.50784099,386.5913038,1,3054.07130002,1.7410953109494132
8.33,411.8062909,14.26926473,373.1087206,1,3107.9956425980004,1.1037166063494042
8.08,718.9157758,23.07679526,256.6743625,1,2073.928849,2.8008865739366553
7.04,615.7862521,15.39111017,263.7791142,1,1857.0049639679999,2.334476912501513
7.86,710.1955105,18.51074978,311.311163,1,2446.9057411800004,2.281304350464297
7.4,477.073854,14.72171433,298.2706255,1,2207.2026287,1.5994664348869982
7.87,567.7013437,27.4450446,357.8425971,1,2816.221239177,1.5864554647789864
7.89,413.0862369,17.77114188,359.2582757,1,2834.547795273,1.1498308176620802
7.66,614.4044902,21.75422997,301.1449235,1,2306.7701140100003,2.0402286150442115
7.76,687.2045866,29.28987586,397.3113283,1,3083.135907608,1.7296375352305804
8.2,494.4155843,19.82414989,387.2720765,1,3175.6310273,1.2766621047618958
8.12,489.0897123,18.91157422,304.7358586,1,2474.4551718319995,1.604962784973675
8.04,767.4153989,14.90262806,358.1946234,1,2879.884772136,2.142453707472372
8.09,599.265206,26.82403612,303.8091797,1,2457.816263773,1.9725052633095272
7.1,728.9960974,29.78383957,302.9023001,1,2150.60633071,2.40670373635106
6.69,447.0483341,19.74425867,345.5127845,1,2311.480528305,1.2938691537765659
7.48,701.6319712,29.60305944,286.375907,1,2142.09178436,2.450038407735187
7.22,452.2729667,16.00522694,280.4499275,1,2024.84847655,1.612669223100441
6.97,788.7312679,13.43643283,368.6008417,1,2569.1478666489998,2.1397977939017823
7.41,481.9808589,28.40623452,325.9710948,1,2415.445812468,1.4785999942593682
6.71,562.5112226,18.17618356,335.3471468,1,2250.179355028,1.6773997571402626
6.78,485.3247814,19.29167563,321.299958,1,2178.4137152400003,1.5105037187711055
8.25,799.1621503,16.83536079,276.3148549,1,2279.597552925,2.8922156595208084
6.91,677.6122216,13.77599124,310.0917144,1,2142.733746504,2.1851993785487616
6.5,478.3869612,12.02130512,348.5792132,1,2265.7648858000002,1.3723909604601745
8.31,413.9958151,17.70498178,362.270137,1,3010.46483847,1.1427820645895526
8.44,555.687066,19.86450319,300.9644456,1,2540.1399208639996,1.8463545250077207
6.68,519.8340486,10.84366774,317.8596156,1,2123.3022322079996,1.6354202392737054
6.6,568.2406972,28.66597546,329.3965164,1,2174.01700824,1.7250962560574306
8.32,696.0166281,11.96025246,283.5056236,1,2358.766788352,2.455036409020283
6.8,472.3633205,17.19000212,323.8728379,1,2202.3352977199997,1.4584839023945824
7.38,559.0630167,13.68341346,319.5351041,1,2358.169068258,1.7496137655192923
6.51,410.5791239,24.17445501,348.5274805,1,2268.913898055,1.178039457063702
6.84,711.017052,15.10071081,306.824854,1,2098.68200136,2.3173385165205684
7.01,634.226024,10.80372539,386.4916157,1,2709.306226057,1.64098261963927
7.09,426.2493027,15.39954055,261.4676757,1,1853.8058207129998,1.6302179669393069
8.31,563.5308166,11.95711953,313.3536966,1,2603.969218746,1.7983857306121214
7.78,408.270645,18.36558898,333.2963443,1,2593.045558654,1.2249478639121096
8.22,511.5934155,10.20055637,312.0763377,1,2565.267495894,1.6393213893447967
7.29,778.3525172,22.32744493,289.9842959,1,2113.9855171110003,2.684119547868247
6.98,410.3040928,23.68488498,370.1075952,1,2583.351014496,1.1086075998474942
